시즌,소속팀,이름,포지션,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA
2022,LG 트윈스,손호영,2B,0.31,36,82,74,13,19,0,2,3,32,14,0,3,6,0,0,14,2,1,1,0.257,0.309,0.432,0.741,0.33,106.7,0.03
2022,LG 트윈스,허도환,C,0.29,64,92,85,7,21,5,0,1,29,6,0,0,2,2,0,26,2,3,0,0.247,0.281,0.341,0.622,0.28,71.2,-0.49
2022,LG 트윈스,서건창,2B,0.28,77,247,219,39,49,10,1,2,67,18,8,3,20,4,0,44,5,3,1,0.224,0.299,0.306,0.605,0.285,73.4,-1.75
2022,LG 트윈스,송찬의,2B,0.25,33,78,72,8,17,4,0,3,30,10,2,1,2,3,0,24,0,0,1,0.236,0.282,0.417,0.699,0.316,100.2,-0.65
2022,LG 트윈스,이형종,DH,0.03,26,63,53,3,14,3,0,0,17,7,0,0,5,1,0,10,0,1,3,0.264,0.323,0.321,0.643,0.296,80.5,0.27
2022,LG 트윈스,박재욱,C,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,함덕주,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,정우영,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,배재준,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,허준혁,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,박용택,LF,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,김진성,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,송은범,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,백승현,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,채지선,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,최동환,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,최성훈,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,송승기,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,진해수,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,LG 트윈스,김민성,3B,-0.02,92,157,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,0.207,0.273,0.3,0.573,0.265,61.8,-0.07
2022,LG 트윈스,고우석,,-0.02,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.05
2022,LG 트윈스,김기연,C,-0.03,12,9,9,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.222,0.222,0.222,0.444,0.21,19.1,-0.06
2022,LG 트윈스,최민창,LF,-0.04,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,0.189,4.9,-0.15
2022,LG 트윈스,이천웅,,-0.04,19,23,20,3,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0.2,0.304,0.2,0.504,0.258,52.1,-0.01
2022,LG 트윈스,안익훈,,-0.05,14,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,0.179,-1.6,-0.03
2022,LG 트윈스,김호은,1B,-0.05,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.06
2022,LG 트윈스,이상호,2B,-0.06,60,80,72,9,18,2,0,0,20,5,1,2,4,1,0,6,1,3,0,0.25,0.299,0.278,0.577,0.267,59.5,-0.24
2022,LG 트윈스,이영빈,2B,-0.08,60,83,76,16,14,3,0,1,20,5,0,0,7,0,0,25,3,0,0,0.184,0.253,0.263,0.516,0.247,48.0,-0.73
2022,LG 트윈스,신민재,CF,-0.1,14,3,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,0.01
2022,LG 트윈스,한석현,RF,-0.14,6,10,9,1,2,0,0,0,2,0,0,1,0,0,0,3,0,1,0,0.222,0.222,0.222,0.444,0.189,4.8,-0.21
2022,LG 트윈스,루이즈,3B,-0.25,27,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,0.155,0.234,0.262,0.496,0.235,39.5,-0.9
2022,롯데 자이언츠,한동희,3B,3.77,129,499,456,43,140,27,0,14,209,65,0,0,33,6,2,64,15,0,4,0.307,0.359,0.458,0.817,0.372,129.2,0.32
2022,롯데 자이언츠,이대호,DH,3.58,143,591,540,53,179,23,0,23,271,101,0,0,43,2,7,56,26,0,6,0.331,0.379,0.502,0.881,0.395,146.2,0.96
2022,롯데 자이언츠,안치홍,2B,3.24,132,562,493,71,140,27,3,14,215,58,7,2,51,5,4,52,13,8,5,0.284,0.354,0.436,0.79,0.354,117.2,0.87
2022,롯데 자이언츠,전준우,LF,3.1,120,517,470,73,143,31,1,11,209,68,6,3,35,3,1,73,14,0,9,0.304,0.35,0.445,0.795,0.361,121.3,1.19
2022,롯데 자이언츠,렉스,CF,2.3,56,251,218,32,72,10,1,8,108,34,3,0,26,5,2,44,4,0,2,0.33,0.41,0.495,0.906,0.411,156.3,1.32
2022,롯데 자이언츠,고승민,RF,1.95,92,262,234,31,74,15,1,5,106,30,1,4,25,0,0,47,6,2,1,0.316,0.381,0.453,0.834,0.381,134.4,1.34
2022,롯데 자이언츠,황성빈,CF,1.23,102,353,320,62,94,12,4,1,117,16,10,12,22,2,0,55,2,7,2,0.294,0.341,0.366,0.707,0.324,95.3,-0.39
2022,롯데 자이언츠,피터스,CF,1.18,85,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,0.228,0.299,0.402,0.701,0.319,93.7,1.09
2022,롯데 자이언츠,지시완,C,0.48,75,199,174,16,37,7,0,3,53,17,0,0,20,2,1,55,7,2,1,0.213,0.3,0.305,0.604,0.283,68.3,-0.31
2022,롯데 자이언츠,신용수,RF,0.3,49,73,68,8,16,4,2,2,30,7,3,1,4,1,0,15,0,0,0,0.235,0.288,0.441,0.729,0.328,97.8,0.19
2022,롯데 자이언츠,김민수,3B,0.04,57,156,140,9,36,6,0,0,42,11,0,1,9,4,0,48,2,3,0,0.257,0.32,0.3,0.62,0.293,73.7,0.23
2022,롯데 자이언츠,안중열,C,0.01,33,84,71,8,11,0,0,2,17,2,0,1,11,2,0,19,2,0,0,0.155,0.286,0.239,0.525,0.262,55.7,-0.51
2022,롯데 자이언츠,김재유,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.03
2022,롯데 자이언츠,구승민,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,롯데 자이언츠,김원중,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,롯데 자이언츠,문경찬,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,롯데 자이언츠,강윤구,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,롯데 자이언츠,김세민,2B,-0.03,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0.179,-1.5,0.0
2022,롯데 자이언츠,강로한,DH,-0.04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,-0.08
2022,롯데 자이언츠,김민수,RF,-0.08,5,7,7,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0.143,0.143,0.143,0.286,0.135,-33.7,-0.02
2022,롯데 자이언츠,장두성,CF,-0.11,53,28,23,7,4,0,0,0,4,0,4,1,5,0,0,11,0,0,0,0.174,0.321,0.174,0.495,0.263,54.4,-0.32
2022,롯데 자이언츠,박승욱,SS,-0.13,100,228,198,29,45,7,2,1,59,16,8,2,16,2,0,69,1,12,0,0.227,0.292,0.298,0.59,0.266,55.6,-0.61
2022,롯데 자이언츠,윤동희,1B,-0.14,4,13,13,1,2,1,0,0,3,1,0,0,0,0,0,2,1,0,0,0.154,0.154,0.231,0.385,0.174,-7.5,-0.25
2022,롯데 자이언츠,추재현,RF,-0.14,33,66,58,10,13,4,0,0,17,5,1,0,7,1,0,17,1,0,0,0.224,0.318,0.293,0.611,0.296,75.8,-0.53
2022,롯데 자이언츠,이호연,3B,-0.16,88,222,205,20,50,10,1,2,68,16,3,1,11,2,1,38,5,4,0,0.244,0.289,0.332,0.621,0.283,67.7,-1.79
2022,롯데 자이언츠,정훈,1B,-0.25,91,340,294,39,72,8,0,3,89,32,4,1,32,2,0,66,6,6,6,0.245,0.317,0.303,0.62,0.29,73.4,-0.68
2022,롯데 자이언츠,배성근,2B,-0.37,22,41,39,3,5,1,0,0,6,0,0,0,2,0,0,12,3,0,0,0.128,0.171,0.154,0.325,0.159,-16.5,-0.7
2022,롯데 자이언츠,이학주,SS,-0.4,91,260,232,29,48,11,1,3,70,15,2,4,16,2,0,54,3,9,1,0.207,0.263,0.302,0.565,0.256,49.3,-1.92
2022,롯데 자이언츠,한태양,SS,-0.49,38,72,61,14,9,1,0,0,10,3,1,0,5,2,0,24,1,4,0,0.148,0.235,0.164,0.399,0.194,7.2,-0.19
2022,롯데 자이언츠,강태율,C,-0.52,19,38,32,0,3,1,0,0,4,3,0,0,2,1,0,9,2,3,0,0.094,0.171,0.125,0.296,0.142,-28.1,-0.48
2022,롯데 자이언츠,조세진,RF,-0.76,39,88,86,6,16,3,0,0,19,6,0,1,1,0,0,25,4,1,0,0.186,0.195,0.221,0.416,0.192,5.7,-0.64
2022,롯데 자이언츠,정보근,C,-0.91,95,226,199,8,38,2,0,1,43,15,1,0,14,2,0,55,4,10,1,0.191,0.25,0.216,0.466,0.218,24.1,-1.78
2022,KIA 타이거즈,나성범,RF,6.5,144,649,563,92,180,39,2,21,286,97,6,1,64,17,6,137,7,0,5,0.32,0.402,0.508,0.91,0.411,157.4,3.74
2022,KIA 타이거즈,소크라테스,CF,4.97,127,554,514,83,160,29,7,17,254,77,13,6,34,2,4,81,11,0,4,0.311,0.354,0.494,0.848,0.38,137.0,0.61
2022,KIA 타이거즈,박찬호,SS,3.02,130,566,494,81,134,22,0,4,168,45,41,8,57,1,0,67,9,7,7,0.271,0.344,0.34,0.684,0.319,95.0,0.62
2022,KIA 타이거즈,김선빈,2B,2.88,140,587,505,51,145,23,0,3,177,61,13,2,65,6,0,47,14,7,3,0.287,0.373,0.351,0.724,0.341,109.6,1.39
2022,KIA 타이거즈,최형우,DH,2.29,132,530,454,55,120,27,1,14,191,71,1,0,73,1,5,92,9,0,2,0.264,0.366,0.421,0.787,0.361,123.3,1.16
2022,KIA 타이거즈,류지혁,3B,2.26,127,477,405,55,112,19,2,2,141,48,8,4,56,6,0,83,6,8,2,0.277,0.371,0.348,0.719,0.338,107.8,1.01
2022,KIA 타이거즈,이창진,LF,1.84,111,404,346,56,104,14,0,7,139,48,3,5,41,2,0,63,7,11,4,0.301,0.374,0.402,0.776,0.352,117.2,-0.65
2022,KIA 타이거즈,황대인,1B,1.08,129,524,476,40,122,27,0,14,191,91,0,0,36,7,2,92,20,0,5,0.256,0.315,0.401,0.716,0.327,100.0,-1.18
2022,KIA 타이거즈,김도영,3B,0.72,103,254,224,37,53,11,4,3,81,19,13,3,22,3,0,62,3,4,1,0.237,0.312,0.362,0.674,0.309,88.1,-0.53
2022,KIA 타이거즈,이우성,LF,0.44,80,137,120,23,35,7,0,1,45,12,1,3,12,1,0,20,5,4,0,0.292,0.361,0.375,0.736,0.337,106.9,-1.03
2022,KIA 타이거즈,고종욱,DH,0.4,62,114,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,1,0,0.283,0.327,0.425,0.752,0.341,110.4,0.63
2022,KIA 타이거즈,김호령,CF,0.28,54,88,77,21,21,1,1,1,27,8,2,1,7,0,0,22,4,4,0,0.273,0.333,0.351,0.684,0.307,87.1,-0.63
2022,KIA 타이거즈,김선우,,0.06,3,4,3,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333,0.5,0.333,0.833,0.423,166.1,0.05
2022,KIA 타이거즈,권혁경,C,0.04,2,2,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.471,199.9,0.02
2022,KIA 타이거즈,김재열,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KIA 타이거즈,박정우,,-0.01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KIA 타이거즈,나지완,,-0.02,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,0.0
2022,KIA 타이거즈,박민,SS,-0.04,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.01
2022,KIA 타이거즈,임석진,3B,-0.04,10,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,0.071,0.235,0.286,0.521,0.251,46.4,-0.15
2022,KIA 타이거즈,박정우,CF,-0.04,14,3,3,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.667,0.314,91.8,0.11
2022,KIA 타이거즈,신범수,C,-0.07,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.07
2022,KIA 타이거즈,류승현,,-0.07,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,0.15
2022,KIA 타이거즈,이정훈,DH,-0.13,6,10,8,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0.0,0.2,0.0,0.2,0.144,-26.1,-0.22
2022,KIA 타이거즈,한승택,C,-0.21,65,119,102,11,18,2,0,1,23,11,0,0,9,3,0,30,2,4,1,0.176,0.261,0.225,0.486,0.232,34.7,-0.82
2022,KIA 타이거즈,김규성,2B,-0.25,70,52,50,14,9,0,1,1,14,4,0,0,1,0,0,12,0,1,0,0.18,0.196,0.28,0.476,0.213,22.3,-0.58
2022,KIA 타이거즈,최정용,2B,-0.37,30,23,22,5,2,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0.091,0.091,0.091,0.182,0.082,-67.7,-0.37
2022,KIA 타이거즈,김석환,LF,-0.39,51,107,94,15,14,2,0,3,25,7,0,0,10,3,0,32,1,0,0,0.149,0.252,0.266,0.518,0.25,47.0,-1.07
2022,KT 위즈,박병호,1B,3.85,124,487,429,72,118,17,0,35,240,98,5,3,40,12,3,131,7,0,6,0.275,0.349,0.559,0.909,0.399,147.8,3.71
2022,KT 위즈,장성우,C,3.39,117,420,362,48,94,11,0,18,159,55,1,0,52,2,2,79,12,1,3,0.26,0.353,0.439,0.792,0.36,121.8,0.5
2022,KT 위즈,조용호,RF,2.66,131,531,474,52,146,18,4,3,181,44,5,4,49,3,3,74,3,2,3,0.308,0.374,0.382,0.756,0.352,115.8,1.99
2022,KT 위즈,황재균,3B,2.65,141,581,519,59,136,24,3,10,196,64,6,3,53,5,5,99,17,2,2,0.262,0.335,0.378,0.713,0.328,99.6,-0.18
2022,KT 위즈,배정대,CF,2.58,144,575,508,64,135,24,2,6,181,56,19,4,54,4,0,126,2,5,4,0.266,0.339,0.356,0.695,0.324,96.7,-0.18
2022,KT 위즈,알포드,LF,2.47,80,323,283,48,81,19,1,14,144,50,5,1,33,3,3,90,3,0,4,0.286,0.362,0.509,0.871,0.387,139.7,2.04
2022,KT 위즈,김준태,C,1.82,98,270,231,28,63,16,1,4,93,27,2,0,33,0,1,77,4,3,3,0.273,0.36,0.403,0.762,0.348,113.0,0.54
2022,KT 위즈,심우준,SS,1.55,132,449,388,69,93,8,2,4,117,34,23,2,43,2,0,75,11,11,4,0.24,0.316,0.302,0.617,0.287,72.0,-1.06
2022,KT 위즈,오윤석,2B,0.84,111,337,286,23,67,13,0,6,98,37,2,1,34,6,0,69,9,5,6,0.234,0.322,0.343,0.665,0.308,86.1,0.26
2022,KT 위즈,장준원,2B,0.23,35,63,57,7,14,2,0,3,25,10,1,0,3,0,0,17,5,3,0,0.246,0.283,0.439,0.722,0.31,86.8,0.12
2022,KT 위즈,라모스,RF,0.21,18,80,72,10,18,1,1,3,30,11,2,0,4,2,0,18,2,1,1,0.25,0.304,0.417,0.721,0.323,96.5,-0.16
2022,KT 위즈,김민혁,LF,0.1,132,434,373,47,106,10,2,0,120,35,6,9,37,2,2,62,10,19,3,0.284,0.349,0.322,0.671,0.305,83.6,0.07
2022,KT 위즈,문상철,1B,0.07,28,52,49,5,11,3,0,2,20,4,1,0,3,0,0,17,2,0,0,0.224,0.269,0.408,0.677,0.306,84.3,-0.27
2022,KT 위즈,문상준,SS,0.04,2,3,3,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.667,1.0,0.439,171.0,0.07
2022,KT 위즈,강백호,DH,0.02,62,264,237,24,58,12,0,6,88,29,0,0,23,1,2,44,6,1,2,0.245,0.312,0.371,0.683,0.312,88.8,0.16
2022,KT 위즈,전진영,RF,0.02,4,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0.314,89.0,0.0
2022,KT 위즈,고명성,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,지명성,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,심재민,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,김재윤,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,박영현,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,배제성,SS,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,이상우,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,류희운,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,주권,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,이정현,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2022,KT 위즈,홍현빈,RF,-0.04,61,92,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0,0.237,0.326,0.263,0.589,0.271,60.2,-0.77
2022,KT 위즈,문상인,,-0.06,12,3,3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.01
2022,KT 위즈,조대현,,-0.09,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.12
2022,KT 위즈,이시원,RF,-0.09,31,16,15,6,2,0,0,0,2,1,2,0,0,1,0,4,0,0,0,0.133,0.188,0.133,0.321,0.165,-11.5,-0.05
2022,KT 위즈,유준규,DH,-0.12,7,16,14,3,3,0,0,0,3,0,0,0,1,0,0,6,0,1,0,0.214,0.267,0.214,0.481,0.222,26.3,-0.17
2022,KT 위즈,양승혁,2B,-0.13,11,5,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.03
2022,KT 위즈,김태훈,1B,-0.26,7,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-124.0,-0.27
2022,KT 위즈,권동진,2B,-0.29,46,40,38,9,5,1,1,0,8,4,4,0,1,0,0,16,0,1,0,0.132,0.154,0.211,0.364,0.163,-12.6,-0.26
2022,KT 위즈,김병희,1B,-0.31,41,85,74,8,15,2,0,1,20,6,0,3,7,3,0,26,2,0,1,0.203,0.294,0.27,0.564,0.274,63.0,-0.37
2022,KT 위즈,신본기,SS,-0.47,74,138,121,9,22,3,0,1,28,8,0,1,10,2,0,28,5,4,1,0.182,0.254,0.231,0.485,0.23,32.6,-1.75
2022,KT 위즈,송민섭,RF,-0.53,119,72,64,17,10,1,2,0,15,3,0,2,5,0,0,19,0,3,0,0.156,0.217,0.234,0.452,0.206,17.1,-0.59
2022,KT 위즈,박경수,2B,-1.01,100,194,166,13,20,3,0,3,32,10,0,0,24,1,0,70,3,2,1,0.12,0.234,0.193,0.427,0.213,21.9,-2.16
2023,두산 베어스,양의지,C,5.4,129,509,438,56,134,23,0,17,208,68,8,0,57,11,8,56,20,0,3,0.306,0.397,0.475,0.872,0.399,151.9,0.59
2023,두산 베어스,정수빈,CF,3.89,137,583,498,75,143,14,11,2,185,33,39,8,64,7,1,63,2,12,2,0.287,0.375,0.371,0.746,0.349,111.0,1.33
2023,두산 베어스,로하스,LF,3.04,122,464,403,52,102,24,4,19,191,65,0,1,55,3,2,68,5,0,3,0.253,0.345,0.474,0.819,0.372,134.3,1.21
2023,두산 베어스,양석환,1B,2.65,140,581,524,73,147,28,0,21,238,89,4,0,40,6,2,133,9,0,11,0.281,0.332,0.454,0.786,0.358,124.1,1.64
2023,두산 베어스,허경민,3B,2.08,130,475,429,44,114,22,1,7,159,48,9,3,35,6,3,26,6,0,5,0.266,0.326,0.371,0.697,0.326,98.9,-0.83
2023,두산 베어스,김재호,SS,1.83,91,302,248,32,70,13,0,3,92,29,4,0,30,8,2,24,11,14,2,0.282,0.375,0.371,0.746,0.339,107.0,0.57
2023,두산 베어스,강승호,2B,1.66,127,458,418,51,111,18,6,7,162,59,13,6,27,6,0,109,12,4,3,0.266,0.317,0.388,0.705,0.326,97.9,0.63
2023,두산 베어스,김재환,DH,0.83,132,484,405,40,89,15,0,10,134,46,3,1,72,5,4,100,8,0,2,0.22,0.343,0.331,0.674,0.324,98.4,1.41
2023,두산 베어스,박준영,3B,0.48,51,138,127,16,28,7,2,4,51,17,2,1,9,2,1,53,0,0,0,0.22,0.283,0.402,0.684,0.312,90.5,0.76
2023,두산 베어스,이유찬,2B,0.45,103,239,210,31,51,7,2,1,65,16,12,5,20,3,0,51,0,5,1,0.243,0.316,0.31,0.626,0.296,76.1,-0.58
2023,두산 베어스,김인태,RF,0.36,47,115,98,8,25,5,0,1,33,14,2,1,15,1,0,26,1,1,0,0.255,0.36,0.337,0.696,0.335,104.4,-0.17
2023,두산 베어스,홍성호,RF,0.2,21,51,48,6,14,4,0,0,18,5,0,1,2,1,0,14,0,0,0,0.292,0.333,0.375,0.708,0.335,103.0,-0.09
2023,두산 베어스,박유연,C,0.04,10,16,15,3,4,2,0,0,6,1,0,0,0,0,0,4,0,1,0,0.267,0.267,0.4,0.667,0.286,70.8,-0.07
2023,두산 베어스,박계범,SS,0.03,77,194,169,18,37,6,0,2,49,15,2,2,15,2,1,44,4,5,3,0.219,0.286,0.29,0.576,0.267,58.4,-0.96
2023,두산 베어스,양찬열,RF,0.02,44,99,88,15,21,2,2,0,27,6,3,2,9,1,0,23,1,0,1,0.239,0.313,0.307,0.62,0.299,76.0,-1.14
2023,두산 베어스,안승한,C,0.0,22,27,24,1,5,0,0,0,5,1,1,0,2,1,0,10,0,0,0,0.208,0.296,0.208,0.505,0.259,50.2,-0.13
2023,두산 베어스,박정수,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,이형범,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,최승용,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,정철원,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,홍건희,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,김민규,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,박치국,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,김정우,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,박신지,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0
2023,두산 베어스,권민석,SS,-0.05,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-123.9,-0.0
2023,두산 베어스,서예일,2B,-0.07,5,10,9,2,2,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0.222,0.2,0.222,0.422,0.191,4.4,-0.07
2023,두산 베어스,박지훈,1B,-0.09,22,21,19,2,4,1,0,0,5,2,1,0,2,0,0,7,0,0,0,0.211,0.286,0.263,0.549,0.269,58.1,0.03
2023,두산 베어스,전민재,3B,-0.14,19,18,17,3,4,2,0,0,6,1,0,3,0,0,0,3,2,1,0,0.235,0.235,0.353,0.588,0.254,49.3,-0.44
2023,두산 베어스,신성현,1B,-0.14,12,15,12,1,1,0,0,0,1,1,0,1,3,0,0,4,0,0,0,0.083,0.267,0.083,0.35,0.209,17.5,-0.2
2023,두산 베어스,안재석,SS,-0.15,27,68,64,8,12,2,1,1,19,5,2,0,3,0,0,12,0,0,1,0.188,0.221,0.297,0.518,0.239,39.1,-0.96
2023,두산 베어스,김민혁,1B,-0.21,21,36,29,2,4,1,0,0,5,3,0,0,4,1,0,9,3,0,2,0.138,0.25,0.172,0.422,0.219,24.1,-0.29
2023,두산 베어스,김대한,RF,-0.22,33,89,81,10,16,3,1,1,24,7,1,3,7,1,0,21,0,0,0,0.198,0.27,0.296,0.566,0.271,60.4,-0.61
2023,두산 베어스,송승환,LF,-0.25,30,76,70,10,16,3,1,0,21,4,0,1,4,0,0,16,2,2,0,0.229,0.27,0.3,0.57,0.264,53.3,-0.41
2023,두산 베어스,장승현,C,-0.26,76,158,139,11,22,1,0,3,32,9,1,0,6,8,0,36,2,5,0,0.158,0.235,0.23,0.466,0.223,30.0,-1.42
2023,두산 베어스,조수행,RF,-0.32,126,249,219,41,48,2,1,1,55,17,26,6,23,2,0,38,2,4,1,0.219,0.298,0.251,0.549,0.268,57.2,-0.14
